pdv_id,mes,categoria_id,valor
6,2023-03,133,592.33
6,2023-03,59,1197.73
6,2023-03,120,366.84
6,2023-03,127,1151.06
6,2023-03,123,1848.21
6,2023-03,181,2541.04
6,2023-03,42,1427.35
6,2023-03,136,1626.39
6,2023-03,45,57.84
6,2023-03,115,810.65
6,2023-03,163,474.92
6,2023-05,125,1725.20
6,2023-05,69,999.17
6,2023-05,121,2368.56
6,2023-05,120,1662.11
6,2023-05,136,1364.29
6,2023-05,133,901.09
6,2023-05,181,418.29
6,2023-05,45,2463.51
6,2023-05,104,1014.66
6,2023-05,42,636.96
6,2023-05,123,153.46
6,2023-06,120,1826.22
6,2023-06,133,526.71
6,2023-06,181,260.74
6,2023-06,121,798.33
6,2023-06,69,1036.24
6,2023-06,104,287.74
6,2023-06,125,457.92
6,2023-06,136,1825.50
6,2023-06,37,2272.68
6,2023-06,123,1803.30
6,2023-06,59,2616.82
6,2023-06,127,256.47
6,2023-06,45,536.45
6,2023-06,42,2072.74
6,2023-07,45,1275.87
6,2023-07,120,2285.69
6,2023-07,69,1072.26
6,2023-07,125,439.37
6,2023-07,123,632.58
6,2023-07,121,1337.92
6,2023-07,181,1485.44
6,2023-07,104,1064.64
6,2023-07,136,2210.18
6,2023-07,59,823.20
6,2023-07,37,515.66
6,2023-07,127,2260.58
6,2023-07,163,853.53
6,2023-07,42,281.07
6,2023-07,133,114.34
6,2023-07,115,610.09
6,2023-09,104,1545.00
6,2023-09,121,2209.82
6,2023-09,42,245.85
6,2023-09,120,2173.41
6,2023-09,133,2128.52
6,2023-09,69,1736.38
6,2023-09,127,2406.31
6,2023-09,123,737.32
6,2023-09,181,2918.48
6,2023-09,125,331.24
6,2023-09,163,213.33
6,2023-09,136,1082.21
6,2023-09,176,2544.82
6,2023-09,115,470.21
6,2023-09,45,252.33
6,2023-09,37,975.50
6,2024-01,121,2373.98
6,2024-01,59,430.45
6,2024-01,133,866.76
6,2024-01,42,1326.77
6,2024-01,69,3096.33
6,2024-01,136,1233.33
6,2024-01,127,6377.55
6,2024-01,37,676.29
6,2024-03,69,274.33
6,2024-03,104,3491.55
6,2024-03,120,433.51
6,2024-03,45,615.21
6,2024-03,125,2285.15
6,2024-03,37,994.58
6,2024-03,163,2390.89
6,2024-03,127,600.51
6,2024-03,133,654.95
6,2024-05,127,884.87
6,2024-05,163,332.81
6,2024-05,104,376.98
6,2024-05,69,107.99
6,2024-05,133,1544.03
6,2024-05,125,14.93
6,2024-05,121,176.09
6,2024-05,37,1003.24
6,2024-05,42,689.86
6,2024-05,181,3848.88
6,2024-05,136,599.86
6,2024-05,123,593.23
6,2024-05,120,911.76
6,2024-05,176,785.02
6,2024-05,57,449.31
6,2024-05,45,447.97
6,2024-09,133,376.70
6,2024-09,125,328.48
6,2024-09,123,594.90
6,2024-09,176,525.30
6,2024-09,127,1988.61
6,2024-09,181,1747.31
6,2024-09,104,100.94
6,2024-09,136,248.38
6,2024-09,121,633.29
6,2024-09,59,299.80
6,2024-09,69,712.03
6,2024-09,120,401.81
6,2024-09,45,1146.91
6,2024-09,115,496.85
6,2024-11,45,837.54
6,2024-11,69,331.55
6,2024-11,136,98.96
6,2024-11,123,610.30
6,2024-11,120,119.66
6,2024-11,121,945.27
6,2024-11,125,692.33
6,2024-11,104,1130.49
6,2024-11,181,793.07
6,2024-11,133,958.47
6,2024-11,37,333.17
6,2024-11,127,309.49
6,2024-11,59,386.81
6,2024-11,163,665.15
6,2025-01,181,1283.08
6,2025-01,127,241.19
6,2025-01,136,555.07
6,2025-01,37,545.85
6,2025-01,45,228.73
6,2025-01,104,713.90
6,2025-01,125,166.31
6,2025-01,133,127.29
6,2025-01,42,324.88
6,2025-03,121,188.08
6,2025-03,133,1414.06
6,2025-03,136,1488.86
6,2025-03,69,568.86
6,2025-03,59,263.39
6,2025-03,123,589.07
6,2025-03,125,197.15
6,2025-03,104,112.97
6,2025-03,120,230.91
6,2025-03,42,333.04
6,2025-03,115,600.99
6,2025-05,181,223.20
6,2025-05,69,956.06
6,2025-05,127,822.94
6,2025-05,37,303.12
6,2025-05,120,240.93
6,2025-05,121,453.39
6,2025-05,136,582.36
6,2025-05,115,19.74
6,2025-05,45,76.00
6,2025-05,133,287.53
6,2025-05,123,689.95
6,2025-05,176,812.41
6,2025-07,104,396.14
6,2025-07,69,119.08
6,2025-07,125,363.82
6,2025-07,59,203.09
6,2025-07,120,45.00
6,2025-07,133,50.66
6,2025-07,127,209.35
6,2025-07,136,454.53
6,2025-07,45,147.04
6,2025-07,123,180.62
6,2025-07,37,251.95
6,2025-07,181,144.74
6,2025-07,121,16.47
6,2025-07,163,171.15
6,2025-07,42,231.99
6,2025-07,115,154.65
6,2025-09,69,250.71
6,2025-09,163,165.35
6,2025-09,176,926.30
6,2025-09,121,163.82
6,2025-09,42,424.37
6,2025-09,45,230.50
6,2025-09,133,363.04
6,2025-09,123,144.84
6,2025-09,37,355.10
6,2025-09,120,216.15
6,2025-09,125,263.00
6,2025-09,127,67.91
6,2025-09,59,282.41
6,2025-09,104,34.23
6,2025-09,57,608.04
6,2025-11,120,594.26
6,2025-11,104,510.33
6,2025-11,181,21.14
6,2025-11,123,369.47
6,2025-11,125,397.15
6,2025-11,69,230.97
6,2025-11,133,48.83
6,2025-11,121,135.18
6,2025-11,59,394.17
6,2025-11,127,123.64
6,2025-11,176,28.93
6,2025-11,45,73.64
6,2025-11,136,169.49
6,2025-11,57,171.70
7,2026-03,36,809.26
7,2026-03,24,479.47
7,2026-04,24,91.12
7,2026-04,36,782.79
7,2026-05,24,420.66
7,2026-05,170,403.29
7,2026-06,170,547.25
7,2026-06,24,185.81
8,2024-09,186,1946.58
8,2024-09,24,290.06
8,2024-09,17,853.74
8,2024-09,88,767.23
8,2024-09,21,6030.21
8,2024-10,26,1801.84
8,2024-10,24,704.18
8,2024-10,186,996.13
8,2024-10,88,439.09
8,2024-10,21,351.65
8,2024-10,17,956.67
8,2024-10,75,2413.24
8,2024-11,17,1811.65
8,2024-11,186,1990.22
8,2024-11,24,1210.80
8,2024-11,75,957.53
8,2024-11,26,1030.17
8,2024-11,21,643.62
8,2024-11,88,767.46
8,2024-12,186,168.47
8,2024-12,21,642.36
8,2024-12,24,1385.73
8,2024-12,92,1785.96
8,2024-12,88,2670.47
8,2024-12,75,201.46
8,2024-12,26,2178.36
8,2025-01,186,1700.43
8,2025-01,26,794.39
8,2025-01,24,1461.45
8,2025-01,17,911.51
8,2025-01,75,1283.67
8,2025-02,24,256.36
8,2025-02,186,393.65
8,2025-02,17,1153.99
8,2025-02,75,891.65
8,2025-02,92,855.33
8,2025-02,21,121.13
8,2025-02,26,257.89
8,2025-02,88,467.46
8,2025-03,186,953.04
8,2025-03,24,890.98
8,2025-03,21,186.51
8,2025-03,17,1769.16
8,2025-03,26,775.81
8,2025-03,75,1898.86
8,2025-03,45,239.85
8,2025-04,186,1959.87
8,2025-04,17,1548.67
8,2025-04,88,200.00
8,2025-04,24,892.89
8,2025-04,21,688.31
8,2025-04,26,627.28
8,2025-04,75,404.28
8,2025-05,17,607.50
8,2025-05,186,734.29
8,2025-05,24,529.48
8,2025-05,21,739.70
8,2025-05,75,202.39
8,2025-05,26,1576.06
8,2025-05,92,1263.44
8,2025-06,75,486.78
8,2025-06,186,466.35
8,2025-06,24,1221.02
8,2025-06,88,271.88
8,2025-06,17,1820.38
8,2025-06,26,1779.62
8,2025-06,45,1707.08
8,2025-07,186,1111.94
8,2025-07,24,305.00
8,2025-07,21,338.00
8,2025-07,45,451.41
8,2025-07,26,374.66
8,2025-07,17,1267.40
8,2025-07,88,267.96
8,2025-08,45,1344.61
8,2025-08,186,1722.50
8,2025-08,24,1115.62
8,2025-08,88,536.83
8,2025-08,26,1295.89
8,2025-08,75,567.00
8,2025-08,17,1265.08
8,2025-08,21,70.96
8,2025-09,186,759.13
8,2025-09,45,827.84
8,2025-09,17,306.70
8,2025-09,21,1588.02
8,2025-09,24,242.41
8,2025-09,26,1230.13
8,2025-09,75,696.41
8,2025-09,92,99.77
8,2025-10,26,528.98
8,2025-10,21,1580.64
8,2025-10,24,360.40
8,2025-10,186,605.52
8,2025-10,17,450.38
8,2025-10,75,194.68
8,2025-10,88,1507.72
8,2025-11,21,3613.06
8,2025-11,24,1036.06
8,2025-11,17,2792.04
8,2025-11,26,1188.71
8,2025-11,88,4034.90
8,2025-11,186,1015.14
8,2025-11,45,414.99
8,2025-12,24,138.25
8,2025-12,26,4887.79
8,2025-12,17,2907.16
8,2025-12,21,800.84
8,2025-12,186,270.18
8,2026-01,186,1176.62
8,2026-01,88,218.66
8,2026-01,24,2754.86
8,2026-01,75,1176.37
8,2026-01,17,0.00
8,2026-02,17,462.27
8,2026-02,186,1003.63
8,2026-02,26,244.15
8,2026-02,24,132.74
8,2026-02,21,587.81
8,2026-02,88,469.99
8,2026-03,17,227.18
8,2026-03,24,500.30
8,2026-03,88,67.16
8,2026-03,186,787.17
8,2026-03,45,80.82
8,2026-03,21,709.35
8,2026-03,26,1606.20
8,2026-03,92,72.67
8,2026-04,17,3014.85
8,2026-04,24,1956.51
8,2026-04,186,225.58
8,2026-04,88,1575.13
8,2026-04,21,1284.55
8,2026-04,45,231.41
8,2026-05,26,1882.67
8,2026-05,186,2122.35
8,2026-05,17,1638.67
8,2026-05,75,1187.39
8,2026-06,21,763.87
8,2026-06,186,1200.26
8,2026-06,17,346.96
8,2026-06,26,3539.27
8,2026-06,88,532.26
9,2022-12,96,807.10
9,2022-12,102,304.95
9,2023-03,102,1379.36
9,2023-03,96,175.23
9,2023-04,102,643.19
9,2023-04,113,1174.99
9,2023-04,96,140.78
9,2023-06,96,485.90
9,2023-07,113,792.30
9,2023-07,102,929.28
9,2023-07,96,0.00
9,2023-08,96,500.00
9,2023-08,102,1282.53
9,2023-12,96,1702.21
9,2023-12,102,25.92
9,2024-02,113,876.45
9,2024-02,102,305.94
10,2022-02,186,249.77
10,2022-02,190,435.69
10,2023-05,107,833.87
10,2023-05,109,253.99
10,2023-05,190,325.27
10,2023-07,190,178.65
10,2023-07,109,732.52
10,2023-07,107,200.56
10,2023-09,190,48.51
10,2023-09,109,587.24
10,2023-12,190,447.47
10,2023-12,186,575.29
10,2023-12,107,167.96
10,2024-07,190,487.44
10,2024-07,107,55.26
10,2024-07,109,985.90
10,2024-10,190,208.91
10,2024-10,186,518.00
10,2024-10,109,388.44
10,2025-01,190,257.16
10,2025-01,109,315.56
10,2026-01,190,166.75
10,2026-01,109,13.78
10,2026-01,186,405.56
10,2026-01,107,250.68
11,2021-08,81,633.28
11,2021-08,126,392.37
11,2021-08,16,273.94
11,2021-08,82,462.44
11,2021-09,16,688.44
11,2021-09,82,348.27
11,2021-09,73,1269.44
11,2021-09,126,290.08
11,2021-10,126,244.49
11,2021-10,81,393.77
11,2021-10,16,355.17
11,2021-10,82,249.13
11,2021-10,73,168.55
11,2021-10,95,1034.84
11,2021-11,82,1031.49
11,2021-11,16,52.88
11,2021-11,81,218.18
11,2021-11,126,147.88
11,2021-11,76,773.13
11,2021-11,73,623.29
11,2021-12,81,1390.56
11,2021-12,126,1262.99
11,2021-12,16,816.49
11,2021-12,76,128.12
11,2022-01,126,607.51
11,2022-01,81,118.09
11,2022-01,82,649.32
11,2022-02,82,262.30
11,2022-02,126,223.30
11,2022-02,16,820.65
11,2022-02,73,661.03
11,2022-03,126,441.20
11,2022-03,16,386.42
11,2022-03,82,133.68
11,2022-03,81,489.97
11,2022-03,95,237.29
11,2022-04,82,332.29
11,2022-04,126,267.93
11,2022-04,16,733.40
11,2022-04,76,358.08
11,2022-04,95,215.41
11,2022-04,73,90.21
11,2022-05,126,249.43
11,2022-05,82,188.48
11,2022-05,16,137.73
11,2022-05,73,586.74
11,2022-05,95,278.93
11,2022-05,81,9.28
11,2022-06,16,622.60
11,2022-06,81,229.52
11,2022-06,73,340.24
11,2022-06,82,951.78
11,2022-07,81,607.02
11,2022-07,126,374.52
11,2022-07,82,496.74
11,2022-07,95,563.54
11,2022-07,73,170.89
11,2022-08,126,864.81
11,2022-08,82,782.19
11,2022-08,81,628.68
11,2022-09,81,668.77
11,2022-09,95,280.25
11,2022-09,82,126.72
11,2022-10,81,315.22
11,2022-10,126,817.95
11,2022-10,73,426.09
11,2022-10,76,286.70
11,2022-10,16,88.37
11,2022-10,82,117.97
11,2022-11,82,95.26
11,2022-11,126,116.35
11,2022-11,16,331.11
11,2022-11,81,555.96
11,2022-11,73,180.59
11,2022-12,81,49.59
11,2022-12,126,937.90
11,2022-12,73,216.32
11,2023-02,126,93.09
11,2023-02,95,55.13
11,2023-02,76,300.45
11,2023-02,81,214.10
11,2023-02,82,251.75
11,2023-02,73,56.76
11,2023-03,82,205.13
